gene,raw_r,raw_p,clean_r,clean_p,delta_r,depth_confounded
GLOD5,0.3742,0.0004922401772624025,0.8535,1.1984873226578607e-24,0.4793,True
GLYAT,0.7079,7.287028556081238e-14,0.8527,1.5025883333951161e-24,0.1448,False
SSBP4,-0.8117,1.320366293071114e-20,-0.8525,1.563664651023047e-24,-0.0408,False
RLN2,-0.6282,2.0602815399648913e-10,-0.8525,1.5494502691696591e-24,-0.2244,True
ADSSL1,0.5415,1.252673401307768e-07,0.8522,1.6697881887086806e-24,0.3108,True
TMEM170B,0.2481,0.02374668913457988,0.8522,1.70708998017296e-24,0.6041,True
VGLL1,-0.4963,1.8247584068983614e-06,-0.8518,1.8768596347844474e-24,-0.3554,True
HOXB2,-0.8011,9.645340256707153e-20,-0.8517,1.9117231310339757e-24,-0.0506,False
HCN2,0.6845,9.748883717129654e-13,0.8512,2.1516430744647032e-24,0.1668,False
CAPN3,0.6219,3.5011941968339024e-10,0.8509,2.336849483252191e-24,0.229,True
NT5E,0.644,5.111479582364068e-11,0.8509,2.3323722654634076e-24,0.2069,True
IL17RB,0.4323,4.479909158695324e-05,0.8507,2.4630967936504894e-24,0.4184,True
MAP10,-0.3902,0.0002655907899670308,-0.8503,2.7447716705516785e-24,-0.4601,True
STC2,0.8369,6.667862910129525e-23,0.8501,2.8459786404173925e-24,0.0132,False
NPY6R,0.4479,2.173025663802509e-05,0.8498,3.0783567513207428e-24,0.4019,True
C10orf11,0.5612,3.407191807138832e-08,0.8492,3.6119813237843324e-24,0.2879,True
DIO2,0.848,4.763688845496604e-24,0.8487,4.0871795393601476e-24,0.0006,False
FUT3,0.8453,9.373658197941167e-24,0.848,4.857568306998651e-24,0.0027,False
SLC16A9,0.3053,0.005013269119915849,0.8476,5.272491616262502e-24,0.5424,True
MYO5C,-0.6848,9.367302057681714e-13,-0.847,6.207110624879771e-24,-0.1621,False
PROC,0.6461,4.231649004423788e-11,0.8466,6.776056025773762e-24,0.2005,True
SEMA4A,-0.7682,2.3238403813488746e-17,-0.8466,6.733307217174179e-24,-0.0784,False
SASH1,-0.8381,5.078316158554594e-23,-0.8458,8.227381007975567e-24,-0.0077,False
KRT19,-0.1739,0.1157957035761525,-0.8457,8.322022182796337e-24,-0.6718,True
BRSK1,0.844,1.2765275141357023e-23,0.8457,8.361564556567739e-24,0.0018,False
NIPSNAP1,0.8341,1.238662086572577e-22,0.8456,8.60138313156814e-24,0.0115,False
HNF4A,0.6039,1.4995074208780063e-09,0.845,1.0017926972635575e-23,0.241,True
TSKU,0.7129,4.005585627044652e-14,0.845,9.865218624533288e-24,0.1321,False
EHF,-0.6605,1.0939317141195237e-11,-0.8446,1.0964673945329242e-23,-0.1841,False
FOXA3,-0.5833,7.1630926931365e-09,-0.8445,1.1120422840110842e-23,-0.2612,True
PGPEP1,0.5361,1.7626316740855453e-07,0.8441,1.2319403067860066e-23,0.3081,True
ANGPTL3,0.4007,0.00017444553531506472,0.8435,1.4148485564626633e-23,0.4429,True
RBP5,0.4193,7.95425724933362e-05,0.8434,1.4714376383652666e-23,0.424,True
DHDH,0.5474,8.545656578077159e-08,0.8434,1.4603565522385608e-23,0.296,True
HENMT1,-0.3591,0.0008570096243538459,-0.8433,1.490113309809333e-23,-0.4842,True
TPCN2,0.5718,1.639805611820865e-08,0.8433,1.479574556166009e-23,0.2716,True
MTHFS,0.6412,6.559330759272129e-11,0.8429,1.6351064664197394e-23,0.2017,True
SLC4A4,0.6887,6.203585748309617e-13,0.8428,1.6835823508449846e-23,0.1541,False
PHF11,-0.5712,1.7081064923082973e-08,-0.8422,1.9389796838376298e-23,-0.271,True
CUBN,0.3414,0.0015871607162466377,0.842,2.014372029560105e-23,0.5007,True
SLC47A2,0.4038,0.00015361382813982707,0.842,2.052212452472744e-23,0.4382,True
RENBP,0.7264,7.759360816962828e-15,0.8418,2.1553127083320586e-23,0.1154,False
HAUS8,-0.2829,0.00955264069038979,-0.8416,2.216783349894357e-23,-0.5587,True
TMEM200A,0.3757,0.00046468264925557195,0.8415,2.2681979472239092e-23,0.4658,True
HAAO,0.8152,6.605854056602929e-21,0.8411,2.5163160312104597e-23,0.0259,False
OGG1,0.7915,5.322883984920847e-19,0.8407,2.7457128859126106e-23,0.0493,False
DEPDC7,0.4754,5.5820683698073954e-06,0.8404,2.976951146243176e-23,0.365,True
PLA2R1,0.7404,1.245874285038194e-15,0.8398,3.38741361941539e-23,0.0994,False
RALBP1,-0.5657,2.515425600130977e-08,-0.8396,3.53537255613579e-23,-0.274,True
FAM83D,0.8325,1.760350565311646e-22,0.8395,3.6202295870725735e-23,0.007,False
CYP27B1,0.7425,9.485281681902687e-16,0.8388,4.328966694222787e-23,0.0963,False
CNNM1,-0.744,7.709493801499686e-16,-0.8383,4.795349049614098e-23,-0.0943,False
RIPPLY3,-0.3621,0.0007680402007591987,-0.838,5.125000316216334e-23,-0.4759,True
DEGS2,-0.8223,1.5595253434806843e-21,-0.8377,5.482646614067905e-23,-0.0154,False
SCARA3,-0.8343,1.1862684423487572e-22,-0.8376,5.641417403148549e-23,-0.0033,False
EPS8L1,-0.7712,1.4696691480852324e-17,-0.837,6.450519051429298e-23,-0.0658,False
SLC30A8,0.7445,7.213675126155377e-16,0.8368,6.716811727883665e-23,0.0924,False
LEAP2,0.3182,0.003368200483981819,0.8357,8.661088973810743e-23,0.5175,True
ANKRD13A,-0.4826,3.827804447364241e-06,-0.8356,8.988461379767777e-23,-0.3529,True
CAMK2G,0.5717,1.6466937682216232e-08,0.8353,9.529834571310207e-23,0.2636,True
ALPK2,0.2745,0.012031573300196182,0.835,1.0194890858054119e-22,0.5605,True
LAMA3,0.7724,1.2233390893376834e-17,0.8349,1.0500023864681002e-22,0.0625,False
KLK1,0.5656,2.5331918634249088e-08,0.8348,1.0734875075713357e-22,0.2692,True
LOXL4,-0.8266,6.403663820545703e-22,-0.8346,1.1111333048341437e-22,-0.008,False
FGF1,0.7076,7.502334173551235e-14,0.8346,1.1070862139340737e-22,0.127,False
THSD4,-0.6234,3.0893421384745554e-10,-0.8344,1.1597970325544432e-22,-0.211,True
SLC35G1,-0.5752,1.2892016221680408e-08,-0.8343,1.1911296767002712e-22,-0.2591,True
SLC2A1,-0.7806,3.2743247657612693e-18,-0.8336,1.3911329811645644e-22,-0.053,False
TPPP3,0.8083,2.5210668996805552e-20,0.8333,1.4885459450592587e-22,0.025,False
SLC3A2,0.8312,2.351631774330314e-22,0.8321,1.9564121361938827e-22,0.0008,False
FOXRED2,0.4181,8.378697759469851e-05,0.832,1.964342156853816e-22,0.4139,True
MPST,0.8294,3.4752563542260435e-22,0.8318,2.0940516763865606e-22,0.0023,False
CYP2C8,0.577,1.130319368536172e-08,0.8317,2.1212662509976854e-22,0.2547,True
APLNR,0.8299,3.165835829434209e-22,0.8316,2.1704356503783823e-22,0.0017,False
GNAS,-0.5667,2.3331307481562564e-08,-0.8315,2.2157938268678176e-22,-0.2647,True
LIME1,0.5155,6.145405878041882e-07,0.8314,2.271687152204386e-22,0.3159,True
EMC4,-0.5155,6.116535775513336e-07,-0.8313,2.323366752717428e-22,-0.3157,True
IPO13,0.6799,1.5774232941934644e-12,0.8313,2.304085274576029e-22,0.1515,False
TTC30A,-0.1416,0.20152781806284895,-0.8308,2.5731212060532282e-22,-0.6892,True
MIEF1,0.6081,1.0775067129399717e-09,0.8307,2.6351952147423238e-22,0.2226,True
GPR4,-0.7332,3.240415010264098e-15,-0.8306,2.685847391324352e-22,-0.0974,False
IL13RA2,0.5433,1.1147678745928157e-07,0.8301,3.000022165997692e-22,0.2868,True
HOXB4,-0.3265,0.0025892841191537835,-0.83,3.087846236997915e-22,-0.5035,True
PRLR,0.666,6.390707320019662e-12,0.8299,3.127092556305511e-22,0.1639,False
NSMF,0.237,0.03098508347726571,0.8293,3.606694765651294e-22,0.5923,True
CDK2AP1,-0.8264,6.6644235020046275e-22,-0.8293,3.5780357166595754e-22,-0.0029,False
GGACT,0.3429,0.001505375646027451,0.8291,3.7477826083063174e-22,0.4862,True
GLTP,-0.744,7.722309426452842e-16,-0.8289,3.8706782466099816e-22,-0.0849,False
SESN2,0.5473,8.611255486847272e-08,0.8285,4.275277578458598e-22,0.2812,True
SLC2A6,-0.5776,1.0878777915286997e-08,-0.8284,4.304868443598719e-22,-0.2509,True
SRSF7,-0.8135,9.270335558951891e-21,-0.8282,4.541782145736151e-22,-0.0147,False
EVA1C,-0.2184,0.047296451214515776,-0.8276,5.109652095922564e-22,-0.6092,True
CLUH,0.4648,9.571607352504666e-06,0.8273,5.508130796312367e-22,0.3625,True
SIPA1,-0.3885,0.0002841090387824232,-0.8271,5.763403136975392e-22,-0.4386,True
MARCKSL1,-0.5911,4.0160189927823335e-09,-0.8269,6.006928131793376e-22,-0.2358,True
NSG1,0.7896,7.392588316903503e-19,0.8268,6.105538753270994e-22,0.0372,False
EIF4EBP2,0.5913,3.952522290316561e-09,0.8266,6.323676294841678e-22,0.2353,True
WNT7B,-0.6103,9.079389626383252e-10,-0.8264,6.724807295686277e-22,-0.2161,True
CHAF1B,-0.7897,7.279341790612021e-19,-0.8256,7.940114110360402e-22,-0.0359,False
UBASH3B,-0.8127,1.0764275228886481e-20,-0.8256,7.898443317987292e-22,-0.0129,False
CREB3L3,0.6978,2.2881335783990705e-13,0.8252,8.624248870172417e-22,0.1274,False
RGN,0.8206,2.2353681713799543e-21,0.8243,1.0447415132867585e-21,0.0037,False
SELO,0.616,5.722648890263333e-10,0.8243,1.0394026151133797e-21,0.2083,True
LOC100129034,0.7319,3.8589404532625026e-15,0.8242,1.0502342473909308e-21,0.0924,False
SLC13A2,0.6816,1.3204213013425595e-12,0.8239,1.1255447602045549e-21,0.1423,False
CLIP2,-0.4429,2.7556420060786544e-05,-0.8238,1.1424189062026536e-21,-0.3809,True
ASB15,0.7897,7.161831541745077e-19,0.8238,1.1559455873401656e-21,0.034,False
COCH,0.6463,4.1366006084531374e-11,0.8229,1.4015039150690069e-21,0.1765,False
CST6,-0.7273,6.940140330959567e-15,-0.8228,1.4162406846308608e-21,-0.0955,False
EYA4,-0.5605,3.574623176745572e-08,-0.8226,1.4629195971594747e-21,-0.2621,True
EFR3B,-0.6413,6.523941542352187e-11,-0.8225,1.5028857241834621e-21,-0.1812,False
FGF2,-0.2868,0.008564651542097143,-0.8223,1.5806584069032844e-21,-0.5354,True
TMEM154,-0.6745,2.7403387776718125e-12,-0.8223,1.5765094157872813e-21,-0.1478,False
STX19,-0.5601,3.6680237355481875e-08,-0.8219,1.69429179835174e-21,-0.2618,True
NTM,-0.8183,3.5560129335953905e-21,-0.8219,1.7120091695458177e-21,-0.0036,False
SLCO3A1,-0.7413,1.118657787311967e-15,-0.8216,1.8326879987570752e-21,-0.0803,False
CISH,0.518,5.296375054274158e-07,0.8215,1.866638160313474e-21,0.3035,True
NAGS,0.3873,0.0002975314627601958,0.8214,1.8754813990856082e-21,0.4341,True
SLC25A34,0.7127,4.1244682533758175e-14,0.8214,1.9012680333349942e-21,0.1087,False
AZGP1,0.7916,5.227916301422654e-19,0.8207,2.1747473572849222e-21,0.0291,False
TRIM63,0.5762,1.2009417447042085e-08,0.8206,2.2276034813167757e-21,0.2444,True
FAM196A,-0.4479,2.1816864361277458e-05,-0.8205,2.2819217043318738e-21,-0.3726,True
AGPAT3,0.3961,0.00020968267607447195,0.8201,2.4758895986606327e-21,0.424,True
RMND1,0.607,1.1777173940087252e-09,0.8201,2.4845308746251446e-21,0.2131,True
CTSB,0.7551,1.6299881925670567e-16,0.8197,2.6967308897025703e-21,0.0646,False
CYP3A4,0.4097,0.00012000595826207391,0.8194,2.8557940530644658e-21,0.4097,True
CAPN12,0.7829,2.258807889546068e-18,0.8191,3.0355836232563366e-21,0.0362,False
AHCYL2,0.3348,0.001974289748535835,0.8186,3.3428209068616135e-21,0.4838,True
SLC4A7,-0.2369,0.03102288193081356,-0.8181,3.72642730678819e-21,-0.5811,True
FHDC1,-0.3661,0.0006652414894333179,-0.8178,3.9431246097162495e-21,-0.4517,True
NTNG1,0.7812,3.008173978921911e-18,0.8176,4.120964023578481e-21,0.0364,False
IMPAD1,-0.2369,0.031036265297894692,-0.8174,4.2782900820992295e-21,-0.5805,True
LRRC28,0.7594,8.773723546810284e-17,0.8171,4.5723249071247424e-21,0.0577,False
ACTB,-0.5782,1.0413272584669249e-08,-0.8164,5.226975837589418e-21,-0.2382,True
SLC2A4RG,0.8129,1.0346055784861802e-20,0.8157,6.0207294722533344e-21,0.0027,False
TMPRSS2,-0.556,4.848123098938928e-08,-0.8157,6.0271609854879416e-21,-0.2597,True
R3HDM2,0.1587,0.15176010397522033,0.8157,6.035266794003129e-21,0.6569,True
TXK,-0.682,1.2648072759375547e-12,-0.8155,6.1759870513674524e-21,-0.1336,False
SULT1C2,0.3697,0.000581305311837231,0.8153,6.481322059734215e-21,0.4456,True
SEPT9,-0.6758,2.388389842402148e-12,-0.8153,6.504101028980913e-21,-0.1395,False
PDK2,0.7909,5.82758293655026e-19,0.8149,7.026627252831258e-21,0.0239,False
B3GNT4,0.6748,2.661263971143533e-12,0.8139,8.46457973756308e-21,0.1392,False
CADM4,0.8016,8.768010111063816e-20,0.8135,9.179707445544103e-21,0.0119,False
SDCBP,-0.611,8.525513089753058e-10,-0.8122,1.1831117260623597e-20,-0.2012,True
SEMA4F,-0.7354,2.4297223777879823e-15,-0.8119,1.2579691973662004e-20,-0.0765,False
IGSF11,0.5042,1.1756969034944368e-06,0.8112,1.4522939280397204e-20,0.307,True
REEP1,0.7789,4.320827649800146e-18,0.8111,1.480055836603607e-20,0.0321,False
ALPL,0.4004,0.00017660417760671405,0.811,1.496907483750401e-20,0.4107,True
ENPP7,0.7593,8.852747383144226e-17,0.8105,1.662357832045401e-20,0.0512,False
ABCC5,-0.4444,2.568735890536701e-05,-0.8103,1.7109556276759965e-20,-0.3659,True
CA8,-0.7049,1.0298673898582506e-13,-0.81,1.8239788010327252e-20,-0.1051,False
PDZK1IP1,0.3351,0.001955749556076534,0.8096,1.9567448553990853e-20,0.4745,True
NHS,0.5321,2.2593502753210073e-07,0.8095,2.0179298789563447e-20,0.2774,True
GSTA1,0.4713,6.902507994758923e-06,0.8089,2.236527343332217e-20,0.3377,True
LAMA1,-0.776,6.897735078603415e-18,-0.8087,2.348026068598802e-20,-0.0326,False
XXYLT1,-0.3029,0.00537402097324758,-0.8082,2.555357068640928e-20,-0.5053,True
HOXB7,-0.7634,4.8339838987382666e-17,-0.8076,2.88863542335684e-20,-0.0442,False
SFTPD,-0.254,0.020492842322176782,-0.8074,2.981278762406719e-20,-0.5534,True
RBM11,-0.2765,0.011381141542251111,-0.8074,2.9749605145254545e-20,-0.5309,True
LEP,0.6552,1.820157819318984e-11,0.8072,3.123023909574485e-20,0.152,False
HOXB5,-0.4096,0.00012022018563930187,-0.8067,3.408409033601491e-20,-0.3971,True
GCOM1,-0.4201,7.679050365036545e-05,-0.8065,3.5167366199393765e-20,-0.3864,True
ACOT6,0.4681,8.123467396225e-06,0.8065,3.513351417743573e-20,0.3385,True
PDXP,0.2923,0.007328900933229855,0.8065,3.563472629309638e-20,0.5142,True
GCNT3,-0.6741,2.854747856589615e-12,-0.8064,3.5894774195422646e-20,-0.1324,False
ELOVL6,-0.409,0.00012339037498188544,-0.8059,3.974451004296978e-20,-0.3969,True
ERVMER34-1,-0.4402,3.125668528629105e-05,-0.8057,4.1387681887032215e-20,-0.3655,True
RNF183,0.6511,2.653141037511562e-11,0.8056,4.218872756271216e-20,0.1544,False
SCRN2,0.4791,4.597734901184979e-06,0.8049,4.7971233130882136e-20,0.3258,True
GGA2,0.5582,4.171698223773472e-08,0.8047,4.999947258320208e-20,0.2464,True
ALDH8A1,0.2463,0.024801105480997815,0.8046,5.079033766001679e-20,0.5583,True
LYPD6B,-0.4374,3.555900283255918e-05,-0.8045,5.121604535809928e-20,-0.3671,True
PTGER2,-0.4129,0.0001048338625825464,-0.8042,5.430430296947324e-20,-0.3913,True
CDC42EP5,-0.1799,0.10368473157035327,-0.8041,5.548826481546396e-20,-0.6242,True
BZW2,-0.6714,3.756590641597402e-12,-0.8038,5.885283206940598e-20,-0.1324,False
CORIN,-0.7366,2.0785697746443766e-15,-0.8037,5.99379673001734e-20,-0.0671,False
RNF144B,-0.6027,1.6577097369757672e-09,-0.8035,6.21067511591562e-20,-0.2008,True
DHRS7,-0.5235,3.8073018753579385e-07,-0.8028,7.022130193810745e-20,-0.2793,True
CYSTM1,-0.5682,2.1059507392790244e-08,-0.8021,8.090049672938497e-20,-0.2338,True
ERICH5,0.3895,0.0002734125744050579,0.8013,9.304150833575062e-20,0.4118,True
ARMC7,-0.7383,1.670429742785378e-15,-0.8012,9.381122620568553e-20,-0.063,False
CASZ1,-0.7914,5.427355776527978e-19,-0.8011,9.548444148294628e-20,-0.0098,False
ABHD6,0.7673,2.667780033017359e-17,0.8009,1.0069682295746092e-19,0.0335,False
KRT75,0.7562,1.3964060589509703e-16,0.8001,1.1489949533433376e-19,0.0439,False
SLC9A1,-0.794,3.4304636215770227e-19,-0.8001,1.1528144907829087e-19,-0.0061,False
CDH13,-0.4168,8.852507872653785e-05,-0.8001,1.1619063312283038e-19,-0.3832,True
MASP1,0.5904,4.242403263528955e-09,0.7986,1.5144039769099504e-19,0.2082,True
HIGD1A,-0.6827,1.1683854863607421e-12,-0.7986,1.511130477942966e-19,-0.1159,False
FAM105A,-0.4112,0.00011269531350849421,-0.7979,1.7257096463380908e-19,-0.3867,True
MAF,0.7003,1.7202235626832983e-13,0.7977,1.7927190784913955e-19,0.0973,False
GJA3,0.7859,1.3634204775362817e-18,0.7976,1.825044245354967e-19,0.0116,False
DAP,-0.3904,0.0002632636206199508,-0.7975,1.8586092519451987e-19,-0.407,True
RPL32P3,0.6922,4.2287262706496683e-13,0.7967,2.1370603715773734e-19,0.1044,False
FAM78A,0.7828,2.2860967135594916e-18,0.7967,2.1373171065650244e-19,0.0138,False
MAP7D2,0.5281,2.885482716391869e-07,0.7967,2.1190645906677108e-19,0.2686,True
NPR3,0.7917,5.1030713264377615e-19,0.7963,2.3043676651529374e-19,0.0045,False
KCNK10,0.782,2.64216931086456e-18,0.7962,2.317789426448291e-19,0.0143,False
ZNF816,-0.2307,0.035895893811118115,-0.7961,2.3794055569783984e-19,-0.5654,True
SLC38A1,-0.5943,3.1619553270242796e-09,-0.7959,2.4427203338847504e-19,-0.2016,True
SCG5,-0.5474,8.533583739535012e-08,-0.7957,2.536454268667941e-19,-0.2483,True
RAB11A,-0.6166,5.447238344142466e-10,-0.795,2.873028177500829e-19,-0.1785,False
GBA3,0.2772,0.011177643861007183,0.7949,2.9358726993137055e-19,0.5177,True
SUSD1,-0.717,2.4624290822160325e-14,-0.7948,2.9770636879262064e-19,-0.0778,False
CDC42EP2,-0.6348,1.160867916719904e-10,-0.7945,3.134041335680656e-19,-0.1597,False
CHDH,0.6966,2.6119623238078324e-13,0.7941,3.3673808506199443e-19,0.0975,False
CAPN14,-0.6129,7.357057055918181e-10,-0.7939,3.5176153673937203e-19,-0.181,False
GLB1L2,0.7547,1.7391848530073032e-16,0.7939,3.50400607951308e-19,0.0392,False
DMPK,0.6985,2.1127997770356978e-13,0.7936,3.7059829560552175e-19,0.095,False
HAO1,0.6415,6.36996671964515e-11,0.7935,3.7311380111234795e-19,0.152,False
SUN1,-0.3644,0.0007078150495210343,-0.7931,4.0374719116844693e-19,-0.4287,True
FBN2,-0.6047,1.416408183644907e-09,-0.793,4.071775534369593e-19,-0.1883,False
CMBL,0.7714,1.4202814178121654e-17,0.7929,4.155317350135682e-19,0.0215,False
SLC13A3,0.4117,0.00011021055438107088,0.7929,4.164061455734714e-19,0.3812,True
SLC5A9,0.5827,7.476617585924746e-09,0.7928,4.2205392333941366e-19,0.2101,True
MTCH2,0.4091,0.00012327239535367895,0.7928,4.204204070218552e-19,0.3838,True
ANXA13,0.783,2.2133384513292806e-18,0.7928,4.257104910323577e-19,0.0097,False
SRSF3,-0.3956,0.00021383712114157044,-0.7925,4.46920982663414e-19,-0.3968,True
PLCH2,0.544,1.0656776103253096e-07,0.7924,4.562489391402244e-19,0.2484,True
OSBPL6,0.7769,6.000413251011048e-18,0.7919,4.921225178116187e-19,0.015,False
SEMA4B,-0.5684,2.0792184005940375e-08,-0.7917,5.09461265103352e-19,-0.2233,True
DIP2C,0.7052,9.948704570068419e-14,0.7916,5.208422417747312e-19,0.0864,False
MAD1L1,0.7063,8.728455256133913e-14,0.7911,5.698460688131172e-19,0.0848,False
PROX1,-0.6576,1.4443280712314397e-11,-0.791,5.728748751326245e-19,-0.1335,False
TPST1,-0.3183,0.0033591380793993784,-0.7909,5.90030564774079e-19,-0.4725,True
FAAH,0.7563,1.3637969628280194e-16,0.7903,6.522724500887848e-19,0.0339,False
EPHB1,-0.7866,1.229392299442687e-18,-0.7899,6.95404915320588e-19,-0.0034,False
NR1I3,0.6678,5.3433047760289375e-12,0.7898,7.075481355968595e-19,0.122,False
BCAS1,-0.698,2.2478368939113e-13,-0.7897,7.1657261388459825e-19,-0.0918,False
WDR81,0.5722,1.5924372710933957e-08,0.7891,8.039837842033561e-19,0.2169,True
SMIM22,-0.724,1.0390759635246202e-14,-0.7888,8.460989333098221e-19,-0.0647,False
BHLHE41,-0.7172,2.4170619420493078e-14,-0.7885,8.804271345700634e-19,-0.0714,False
SORL1,-0.5377,1.585526290395075e-07,-0.7881,9.520878503764314e-19,-0.2503,True
FAM43A,-0.6077,1.1165323315092943e-09,-0.7879,9.794956383110612e-19,-0.1802,False
AQP3,-0.7298,4.99377419358154e-15,-0.7873,1.0766613161867229e-18,-0.0575,False
PI16,0.4502,1.9564196257910298e-05,0.7871,1.1157493244020986e-18,0.337,True
TP53BP1,-0.3942,0.0002268282522640121,-0.7867,1.192162839011549e-18,-0.3926,True
ADI1,0.5901,4.32757400325813e-09,0.7866,1.2245962689630915e-18,0.1965,False
EMILIN2,-0.533,2.1358742331804408e-07,-0.7866,1.227287417136825e-18,-0.2536,True
TMEM9B,-0.5426,1.1647199830242332e-07,-0.7858,1.3856670771507373e-18,-0.2432,True
TOR4A,-0.4429,2.756048647703517e-05,-0.7857,1.4137014758203598e-18,-0.3428,True
EPHX3,-0.5965,2.6740061434580953e-09,-0.7855,1.4656679028843105e-18,-0.189,False
TLR5,-0.4294,5.0952117776963566e-05,-0.7851,1.564110691917425e-18,-0.3557,True
SEMA4G,0.4179,8.441496516675036e-05,0.7847,1.6674271324214496e-18,0.3668,True
KRT7,-0.7833,2.124492744377415e-18,-0.7845,1.7325452985905013e-18,-0.0012,False
CDK14,0.5239,3.7129505228839957e-07,0.7845,1.7386383085999934e-18,0.2606,True
SSH3,-0.698,2.2283081186513351e-13,-0.7845,1.743537351122881e-18,-0.0864,False
FNBP4,-0.7498,3.450028136285867e-16,-0.7845,1.748356278966263e-18,-0.0346,False
C5orf34,-0.3534,0.0010483638513067277,-0.7842,1.809958429750808e-18,-0.4309,True
IFI27L2,-0.782,2.63494891202036e-18,-0.7842,1.837974811802246e-18,-0.0022,False
AQP7,0.6513,2.6073767715375737e-11,0.784,1.877875848512863e-18,0.1327,False
KCNH1,0.6828,1.1556158653141972e-12,0.7835,2.0519222202602164e-18,0.1007,False
BAIAP2L1,-0.5704,1.8084367982891665e-08,-0.7831,2.1814858753290883e-18,-0.2127,True
PRKCB,-0.7823,2.5126744327832718e-18,-0.7829,2.274839136783469e-18,-0.0006,False
ADTRP,-0.7684,2.2645356719964744e-17,-0.7827,2.351748328305464e-18,-0.0143,False
SRA1,-0.4617,1.113658678793941e-05,-0.7825,2.4055827483368787e-18,-0.3208,True
NTS,-0.7601,7.90558444481682e-17,-0.7824,2.4703306857354374e-18,-0.0223,False
TSPAN18,0.7813,2.9572551102164972e-18,0.782,2.6070071103583524e-18,0.0008,False
CNDP1,0.7036,1.1863888222959424e-13,0.7819,2.665623785525793e-18,0.0783,False
TBC1D13,0.7126,4.151729747188302e-14,0.7818,2.7218674016587882e-18,0.0691,False
KIAA1191,0.7113,4.8757148912622176e-14,0.7815,2.857998110280802e-18,0.0702,False
POLD3,0.773,1.1073907942989455e-17,0.7814,2.888854582249856e-18,0.0084,False
EPHA6,0.475,5.687128695270639e-06,0.7812,3.0031611458560635e-18,0.3061,True
LURAP1,-0.781,3.0736325491783664e-18,-0.7812,2.9852920866321856e-18,-0.0002,False
HS1BP3,0.5237,3.7715214762589225e-07,0.7809,3.127242600827838e-18,0.2573,True
KCNK5,0.2989,0.006050460730882987,0.7808,3.1949152498411837e-18,0.4819,True
HDHD3,0.457,1.4079921311164376e-05,0.7808,3.186822751106797e-18,0.3238,True
LINC00961,-0.5554,5.0450978839702095e-08,-0.7804,3.4246731977442547e-18,-0.225,True
NXPH2,0.7405,1.2405592408504715e-15,0.7792,4.169585209132719e-18,0.0387,False
SCTR,-0.3851,0.0003248376700568602,-0.779,4.268338864025978e-18,-0.3939,True
PRKCQ-AS1,-0.2623,0.016598266097772898,-0.779,4.297233686022979e-18,-0.5167,True
IP6K3,0.5093,8.775507188621361e-07,0.779,4.248508727948067e-18,0.2697,True
NAT14,-0.7154,3.004037915315105e-14,-0.779,4.268930904869827e-18,-0.0637,False
CAMK2A,0.475,5.6950673770651636e-06,0.779,4.250573660146638e-18,0.304,True
