gene,r_pc1,r_pc2,r_depth,clean_r,dominant
TM6SF2,0.4122,0.8838,0.4122,0.9701,PC2
ABCC2,-0.4828,0.8475,-0.4828,0.9677,PC2
PRAP1,-0.5681,0.7942,-0.5681,0.965,PC2
GPD1,-0.4786,0.8447,-0.4786,0.962,PC2
DAO,-0.5265,0.8173,-0.5265,0.9613,PC2
METTL7B,-0.5378,0.8086,-0.5378,0.9592,PC2
SLC51B,-0.0168,0.9582,-0.0168,0.9583,PC2
HSD17B14,0.0903,0.9537,0.0903,0.9576,PC2
RDH5,-0.0461,0.9555,-0.0461,0.9565,PC2
APOH,-0.1997,0.9353,-0.1997,0.9545,PC2
PROZ,-0.1503,0.9434,-0.1503,0.9543,PC2
PLA2G12B,-0.2724,0.9167,-0.2724,0.9527,PC2
MAPT,-0.1231,0.9444,-0.1231,0.9516,PC2
NECAB2,0.0915,0.9474,0.0915,0.9514,PC2
PKLR,-0.4363,0.8552,-0.4363,0.9504,PC2
FCAMR,-0.3902,0.8741,-0.3902,0.9493,PC2
FUT6,0.4832,0.8272,0.4832,0.9448,PC2
SLC17A1,-0.41,0.8615,-0.41,0.9445,PC2
COLEC11,-0.601,0.7542,-0.601,0.9436,PC2
KHK,-0.6151,0.7438,-0.6151,0.9433,PC2
SLC22A8,-0.1294,0.9352,-0.1294,0.9432,PC2
ASPDH,0.3322,0.8885,0.3322,0.942,PC2
PRODH2,-0.2567,0.909,-0.2567,0.9405,PC2
FAM132A,-0.2708,0.9051,-0.2708,0.9402,PC2
CRYM,-0.1923,0.9226,-0.1923,0.9402,PC2
HNF1A,-0.4368,0.8444,-0.4368,0.9387,PC2
GLTPD2,-0.5815,0.7621,-0.5815,0.9367,PC2
ENPP3,0.278,0.8997,0.278,0.9367,PC2
GGTLC2,-0.1294,0.9275,-0.1294,0.9354,PC2
RAB3IL1,0.1084,0.927,0.1084,0.9325,PC2
CSDC2,-0.4138,0.8481,-0.4138,0.9317,PC2
ASPG,-0.129,0.9225,-0.129,0.9303,PC2
SLC34A1,-0.4526,0.8289,-0.4526,0.9296,PC2
MIOX,-0.4258,0.8409,-0.4258,0.9294,PC2
PDZD3,-0.4254,0.841,-0.4254,0.9293,PC2
SLC10A2,-0.4076,0.8481,-0.4076,0.9287,PC2
RNF24,-0.4975,-0.8053,-0.4975,-0.9283,PC2
CYP3A7,0.4808,0.8129,0.4808,0.9271,PC2
CTXN3,-0.4436,0.8304,-0.4436,0.9266,PC2
SLC23A1,-0.3356,0.8724,-0.3356,0.9262,PC2
GSTA3,-0.3795,0.8567,-0.3795,0.9259,PC2
DNMT3L,-0.5971,0.7417,-0.5971,0.9246,PC2
NPHS2,0.092,0.9204,0.092,0.9244,PC2
USH1C,0.0194,0.9236,0.0194,0.9238,PC2
CIDEB,0.3742,0.8563,0.3742,0.9234,PC2
GSS,0.4672,0.815,0.4672,0.9218,PC2
SLC6A13,0.2347,0.8959,0.2347,0.9217,PC2
HDAC6,0.1581,0.91,0.1581,0.9216,PC2
SULT2B1,-0.1206,-0.9142,-0.1206,-0.9209,PC2
SLC7A8,0.2223,0.8968,0.2223,0.9199,PC2
FRMD1,0.3444,0.8631,0.3444,0.9194,PC2
OLFM1,0.2407,-0.8916,0.2407,-0.9186,PC2
CDHR5,-0.539,0.7734,-0.539,0.9182,PC2
CPNE6,0.4519,0.8181,0.4519,0.917,PC2
SLC5A2,0.0164,0.9167,0.0164,0.9168,PC2
TMEM174,0.4287,0.8281,0.4287,0.9166,PC2
APOC3,-0.4819,0.803,-0.4819,0.9164,PC2
ESPN,-0.3443,0.8604,-0.3443,0.9164,PC2
SHBG,-0.4212,0.8307,-0.4212,0.9159,PC2
OTOGL,-0.5716,0.7514,-0.5716,0.9158,PC2
NPHS1,-0.482,0.8022,-0.482,0.9156,PC2
CYP27A1,-0.5068,0.7885,-0.5068,0.9146,PC2
SARDH,0.4079,0.8349,0.4079,0.9144,PC2
ABCC6,0.0775,0.9091,0.0775,0.9118,PC2
GJB1,-0.1185,0.9046,-0.1185,0.9111,PC2
SLC5A10,-0.5586,0.7553,-0.5586,0.9106,PC2
ALDH3B1,0.3057,0.8666,0.3057,0.9102,PC2
RDH12,0.2327,0.8851,0.2327,0.9101,PC2
NEK6,-0.5392,0.7663,-0.5392,0.9099,PC2
NUP93,-0.2631,-0.8777,-0.2631,-0.9098,PC2
KCNH6,0.3534,0.8502,0.3534,0.9088,PC2
GLYCTK,-0.5345,0.7678,-0.5345,0.9084,PC2
NEK2,-0.4462,0.8127,-0.4462,0.9081,PC2
ABCA4,-0.2037,-0.8883,-0.2037,-0.9073,PC2
MICU1,0.5163,0.7765,0.5163,0.9067,PC2
HMGCL,0.3065,0.8611,0.3065,0.9046,PC2
ACSM5,-0.151,0.8921,-0.151,0.9024,PC2
FCN3,-0.4568,0.8025,-0.4568,0.9022,PC2
ST3GAL1,0.5615,0.7458,0.5615,0.9013,PC2
AGT,-0.3245,0.8518,-0.3245,0.9006,PC2
SLC22A13,-0.1806,0.8834,-0.1806,0.8982,PC2
KYNU,0.5835,0.7288,0.5835,0.8974,PC2
FAH,-0.1282,0.8894,-0.1282,0.8968,PC2
KLK7,0.4358,0.8068,0.4358,0.8964,PC2
HAO2,-0.5296,0.7599,-0.5296,0.8959,PC2
FTCD,-0.6297,0.6959,-0.6297,0.8958,PC2
ABLIM3,-0.2517,0.8668,-0.2517,0.8957,PC2
ETV5,-0.3567,0.8363,-0.3567,0.8952,PC2
CALML3,-0.0966,0.8904,-0.0966,0.8946,PC2
APOC2,0.5541,0.7436,0.5541,0.8933,PC2
SFXN2,-0.2845,0.8562,-0.2845,0.8931,PC2
CLIC5,-0.3455,0.8367,-0.3455,0.8916,PC2
ACY3,-0.3602,0.8313,-0.3602,0.8911,PC2
ARSF,0.0176,0.8905,0.0176,0.8906,PC2
DNAJC22,0.545,0.7463,0.545,0.8901,PC2
MUC13,-0.3349,0.8374,-0.3349,0.8887,PC2
SLC2A9,-0.6078,0.7056,-0.6078,0.8887,PC2
PLG,-0.483,0.778,-0.483,0.8885,PC2
PFKFB4,-0.29,-0.8501,-0.29,-0.8883,PC2
SLC22A7,-0.3045,0.8457,-0.3045,0.8879,PC2
RASAL1,-0.2779,-0.8514,-0.2779,-0.8863,PC2
FMO3,-0.6152,0.6986,-0.6152,0.8861,PC2
MLXIPL,0.1201,0.8797,0.1201,0.8861,PC2
KLRG2,0.38,-0.8183,0.38,-0.8847,PC2
LOC389332,-0.5438,0.7417,-0.5438,0.8838,PC2
NQO2,0.0551,0.8824,0.0551,0.8838,PC2
TTYH3,0.3267,0.8343,0.3267,0.8827,PC2
GLB1L,-0.3575,0.8244,-0.3575,0.8827,PC2
PPL,-0.4323,-0.7958,-0.4323,-0.8825,PC2
MYL3,-0.3405,0.8296,-0.3405,0.8823,PC2
LRRC75B,0.0479,0.8794,0.0479,0.8804,PC2
FOLH1,-0.2607,0.8498,-0.2607,0.8803,PC2
PROSER2,0.6113,-0.6959,0.6113,-0.8794,PC2
AOX1,-0.4869,0.768,-0.4869,0.8793,PC2
SCIN,0.6327,-0.6809,0.6327,-0.8792,PC2
SLC5A11,-0.1231,0.8718,-0.1231,0.8784,PC2
SLC30A2,0.1759,0.8638,0.1759,0.8775,PC2
ABCA13,-0.5883,-0.7087,-0.5883,-0.8765,PC2
EXOC3L4,-0.4157,0.7968,-0.4157,0.8761,PC2
LAPTM4B,0.6055,-0.6971,0.6055,-0.8759,PC2
TFAP2C,-0.1385,-0.8672,-0.1385,-0.8757,PC2
ENTPD5,0.1109,0.8693,0.1109,0.8747,PC2
TNNT2,-0.5353,0.7382,-0.5353,0.874,PC2
UGT2B28,-0.493,0.7602,-0.493,0.8737,PC2
ACP5,-0.5792,0.7112,-0.5792,0.8724,PC2
SLC28A1,0.3812,0.8064,0.3812,0.8722,PC2
CYP4F2,-0.0727,0.8698,-0.0727,0.8721,PC2
SORCS1,-0.5395,0.7338,-0.5395,0.8714,PC2
SH3GL3,-0.0119,-0.871,-0.0119,-0.871,PC2
ACSBG2,-0.5622,0.7201,-0.5622,0.8707,PC2
SLC38A3,0.0036,0.8705,0.0036,0.8705,PC2
AGMAT,-0.5792,0.7094,-0.5792,0.8702,PC2
MARC2,-0.0619,0.8673,-0.0619,0.8689,PC2
CYP17A1,-0.2328,0.845,-0.2328,0.8689,PC2
SERPINC1,-0.5371,0.7329,-0.5371,0.8689,PC2
FERMT1,0.0438,0.8676,0.0438,0.8684,PC2
CD82,0.4917,-0.7555,0.4917,-0.8676,PC2
RHOJ,-0.0228,-0.8664,-0.0228,-0.8666,PC2
CCNE1,-0.336,0.8162,-0.336,0.8666,PC2
SLC39A5,-0.1541,0.8554,-0.1541,0.8657,PC2
LGI2,-0.0997,-0.8612,-0.0997,-0.8656,PC2
SLC9A3R1,-0.1302,0.8582,-0.1302,0.8656,PC2
ERMP1,-0.0846,-0.8623,-0.0846,-0.8654,PC2
RELN,0.4749,-0.761,0.4749,-0.8647,PC2
STRA6,0.1478,0.8533,0.1478,0.8628,PC2
DLGAP2,-0.1267,0.8556,-0.1267,0.8625,PC2
SNTA1,0.6356,0.6654,0.6356,0.8619,PC2
GCDH,-0.1175,0.8549,-0.1175,0.8608,PC2
SLC4A11,-0.181,-0.8459,-0.181,-0.8601,PC2
MYO7A,0.0907,0.8565,0.0907,0.8601,PC2
GDF3,0.2845,-0.8228,0.2845,-0.8583,PC2
TLE6,-0.0612,-0.8552,-0.0612,-0.8568,PC2
MRO,0.4186,0.7781,0.4186,0.8568,PC2
DECR2,-0.3371,0.8054,-0.3371,0.8555,PC2
UCP2,0.5157,-0.7328,0.5157,-0.8553,PC2
TTC36,-0.3402,0.8038,-0.3402,0.8548,PC2
AGFG2,-0.135,-0.847,-0.135,-0.8548,PC2
STRADB,0.0026,0.8543,0.0026,0.8543,PC2
GLYAT,-0.5575,0.7079,-0.5575,0.8527,PC2
SSBP4,-0.3058,-0.8117,-0.3058,-0.8525,PC2
HOXB2,0.3396,-0.8011,0.3396,-0.8517,PC2
HCN2,0.5945,0.6845,0.5945,0.8512,PC2
STC2,-0.1758,0.8369,-0.1758,0.8501,PC2
DIO2,0.0383,0.848,0.0383,0.8487,PC2
FUT3,0.0798,0.8453,0.0798,0.848,PC2
MYO5C,0.5884,-0.6848,0.5884,-0.847,PC2
SEMA4A,0.4202,-0.7682,0.4202,-0.8466,PC2
SASH1,-0.1349,-0.8381,-0.1349,-0.8458,PC2
BRSK1,-0.0645,0.844,-0.0645,0.8457,PC2
NIPSNAP1,0.1643,0.8341,0.1643,0.8456,PC2
TSKU,-0.5369,0.7129,-0.5369,0.845,PC2
EHF,-0.6233,-0.6605,-0.6233,-0.8446,PC2
SLC4A4,-0.5764,0.6887,-0.5764,0.8428,PC2
RENBP,-0.5053,0.7264,-0.5053,0.8418,PC2
HAAO,-0.2462,0.8152,-0.2462,0.8411,PC2
OGG1,-0.3373,0.7915,-0.3373,0.8407,PC2
PLA2R1,-0.4719,0.7404,-0.4719,0.8398,PC2
FAM83D,-0.1288,0.8325,-0.1288,0.8395,PC2
CYP27B1,-0.4652,0.7425,-0.4652,0.8388,PC2
CNNM1,0.4608,-0.744,0.4608,-0.8383,PC2
DEGS2,-0.1908,-0.8223,-0.1908,-0.8377,PC2
SCARA3,0.0885,-0.8343,0.0885,-0.8376,PC2
EPS8L1,0.3886,-0.7712,0.3886,-0.837,PC2
SLC30A8,-0.4567,0.7445,-0.4567,0.8368,PC2
LAMA3,0.3795,0.7724,0.3795,0.8349,PC2
LOXL4,-0.1384,-0.8266,-0.1384,-0.8346,PC2
FGF1,0.5303,0.7076,0.5303,0.8346,PC2
SLC2A1,0.3507,-0.7806,0.3507,-0.8336,PC2
TPPP3,-0.2431,0.8083,-0.2431,0.8333,PC2
SLC3A2,0.0449,0.8312,0.0449,0.8321,PC2
MPST,-0.0747,0.8294,-0.0747,0.8318,PC2
APLNR,0.0645,0.8299,0.0645,0.8316,PC2
IPO13,0.5755,0.6799,0.5755,0.8313,PC2
GPR4,0.4699,-0.7332,0.4699,-0.8306,PC2
PRLR,0.5966,0.666,0.5966,0.8299,PC2
CDK2AP1,0.0836,-0.8264,0.0836,-0.8293,PC2
GLTP,0.441,-0.744,0.441,-0.8289,PC2
SRSF7,0.1876,-0.8135,0.1876,-0.8282,PC2
NSG1,0.2968,0.7896,0.2968,0.8268,PC2
CHAF1B,0.2917,-0.7897,0.2917,-0.8256,PC2
UBASH3B,0.1759,-0.8127,0.1759,-0.8256,PC2
CREB3L3,-0.5337,0.6978,-0.5337,0.8252,PC2
RGN,0.0943,0.8206,0.0943,0.8243,PC2
LOC100129034,-0.46,0.7319,-0.46,0.8242,PC2
SLC13A2,-0.5619,0.6816,-0.5619,0.8239,PC2
ASB15,-0.2845,0.7897,-0.2845,0.8238,PC2
COCH,0.6189,0.6463,0.6189,0.8229,PC2
CST6,-0.4677,-0.7273,-0.4677,-0.8228,PC2
EFR3B,0.6262,-0.6413,0.6262,-0.8225,PC2
TMEM154,-0.572,-0.6745,-0.572,-0.8223,PC2
NTM,0.0933,-0.8183,0.0933,-0.8219,PC2
SLCO3A1,-0.4312,-0.7413,-0.4312,-0.8216,PC2
SLC25A34,-0.4971,0.7127,-0.4971,0.8214,PC2
AZGP1,-0.2641,0.7916,-0.2641,0.8207,PC2
CTSB,0.389,0.7551,0.389,0.8197,PC2
CAPN12,0.2939,0.7829,0.2939,0.8191,PC2
NTNG1,-0.2951,0.7812,-0.2951,0.8176,PC2
LRRC28,0.369,0.7594,0.369,0.8171,PC2
SLC2A4RG,0.082,0.8129,0.082,0.8157,PC2
TXK,-0.5484,-0.682,-0.5484,-0.8155,PC2
SEPT9,0.5593,-0.6758,0.5593,-0.8153,PC2
PDK2,0.2406,0.7909,0.2406,0.8149,PC2
B3GNT4,0.5592,0.6748,0.5592,0.8139,PC2
CADM4,-0.1706,0.8016,-0.1706,0.8135,PC2
SEMA4F,0.4238,-0.7354,0.4238,-0.8119,PC2
REEP1,0.2787,0.7789,0.2787,0.8111,PC2
ENPP7,0.3497,0.7593,0.3497,0.8105,PC2
CA8,-0.4927,-0.7049,-0.4927,-0.81,PC2
LAMA1,-0.2813,-0.776,-0.2813,-0.8087,PC2
HOXB7,-0.3262,-0.7634,-0.3262,-0.8076,PC2
LEP,-0.5841,0.6552,-0.5841,0.8072,PC2
GCNT3,-0.5489,-0.6741,-0.5489,-0.8064,PC2
RNF183,-0.5888,0.6511,-0.5888,0.8056,PC2
BZW2,0.5499,-0.6714,0.5499,-0.8038,PC2
CORIN,-0.4,-0.7366,-0.4,-0.8037,PC2
ARMC7,-0.3887,-0.7383,-0.3887,-0.8012,PC2
CASZ1,0.1559,-0.7914,0.1559,-0.8011,PC2
ABHD6,-0.2863,0.7673,-0.2863,0.8009,PC2
KRT75,0.3269,0.7562,0.3269,0.8001,PC2
SLC9A1,0.1234,-0.794,0.1234,-0.8001,PC2
HIGD1A,0.5188,-0.6827,0.5188,-0.7986,PC2
MAF,-0.4787,0.7003,-0.4787,0.7977,PC2
GJA3,-0.17,0.7859,-0.17,0.7976,PC2
RPL32P3,0.495,0.6922,0.495,0.7967,PC2
FAM78A,-0.1856,0.7828,-0.1856,0.7967,PC2
NPR3,-0.1066,0.7917,-0.1066,0.7963,PC2
KCNK10,-0.1884,0.782,-0.1884,0.7962,PC2
RAB11A,0.6313,-0.6166,0.6313,-0.795,depth
SUSD1,0.4315,-0.717,0.4315,-0.7948,PC2
CDC42EP2,0.6014,-0.6348,0.6014,-0.7945,PC2
CHDH,-0.4801,0.6966,-0.4801,0.7941,PC2
CAPN14,-0.6356,-0.6129,-0.6356,-0.7939,depth
GLB1L2,-0.3104,0.7547,-0.3104,0.7939,PC2
DMPK,0.4745,0.6985,0.4745,0.7936,PC2
HAO1,-0.5885,0.6415,-0.5885,0.7935,PC2
FBN2,-0.647,-0.6047,-0.647,-0.793,depth
CMBL,0.2311,0.7714,0.2311,0.7929,PC2
ANXA13,0.1561,0.783,0.1561,0.7928,PC2
OSBPL6,-0.1939,0.7769,-0.1939,0.7919,PC2
DIP2C,0.4544,0.7052,0.4544,0.7916,PC2
MAD1L1,-0.4504,0.7063,-0.4504,0.7911,PC2
PROX1,0.5558,-0.6576,0.5558,-0.791,PC2
FAAH,0.2899,0.7563,0.2899,0.7903,PC2
EPHB1,-0.0921,-0.7866,-0.0921,-0.7899,PC2
NR1I3,-0.5339,0.6678,-0.5339,0.7898,PC2
BCAS1,0.4679,-0.698,0.4679,-0.7897,PC2
SMIM22,-0.3967,-0.724,-0.3967,-0.7888,PC2
BHLHE41,-0.4157,-0.7172,-0.4157,-0.7885,PC2
FAM43A,-0.6365,-0.6077,-0.6365,-0.7879,depth
